time_s,ee_x,ee_y,ee_z,error_true_m,error_measured_m
0.005,0.3913614999999999,-0.0009794652485835562,0.24634517669302677,0.14384592968467252,0.14437916789868527
0.01,0.391185245835303,-0.0004429644335308228,0.24587026293797176,0.1432048155064586,0.14437916789868527
0.015,0.3908435284015511,0.0005943636305336334,0.24495866397545174,0.14196939339491305,0.14437916789868527
0.02,0.3903407484436234,0.002099012430078136,0.2436446962941205,0.14018171675053082,0.14437916789868527
0.025,0.38968108779011573,0.0032469515523190287,0.2425405989857468,0.13861295918204716,0.14333000157671022
0.030000000000000002,0.38887422119728887,0.004853910509499312,0.24104886036234446,0.13651525363784903,0.14333000157671022
0.035,0.3879205064189527,0.006703551504244258,0.23919897780471533,0.13405522224747857,0.14333000157671022
0.04,0.38692444363626355,0.007871493423823386,0.238437973875374,0.1323669084819711,0.14333000157671022
0.045,0.3862918419444361,0.008436012958444226,0.23793131246584198,0.13141168203204417,0.13043839561215803
0.049999999999999996,0.38549194968407435,0.009494499097188504,0.2369955570069114,0.1298799075789044,0.13043839561215803
0.05499999999999999,0.3845285347613903,0.011011581180829559,0.23566316810793708,0.12781186733765626,0.13043839561215803
0.05999999999999999,0.38346177762965455,0.01242942388788949,0.23452820666313928,0.1258040984272027,0.13043839561215803
0.06499999999999999,0.3827784252406433,0.013211217248244322,0.23367847297217467,0.12457447587122218,0.12670018247312914
0.06999999999999999,0.38190881667463844,0.014468365455989144,0.2324209255914902,0.1227836763296274,0.12670018247312914
0.075,0.38085596310911385,0.016165629035380637,0.23078648561259157,0.1204728028299753,0.12670018247312914
0.08,0.3797428702809571,0.01754711895343051,0.22968290189226562,0.11848408170835084,0.12670018247312914
0.085,0.3790346898445143,0.018299265905522104,0.22886167873110896,0.11727953209990612,0.11749117119507133
0.09000000000000001,0.3781201167693402,0.019523665753248046,0.22762933614607836,0.1155100568510088,0.11749117119507133
0.09500000000000001,0.3770042802649556,0.02118446258470351,0.2260171426359151,0.11321854895786018,0.11749117119507133
0.10000000000000002,0.3758396863807919,0.022615272763402673,0.22495422038930973,0.11118798116279334,0.11749117119507133
0.10500000000000002,0.37500213860907516,0.023410103273450278,0.2243834345222617,0.10993582198546523,0.11742628033191059
0.11000000000000003,0.37394704790127015,0.024668062206062137,0.2233876874522249,0.10812053768579505,0.11742628033191059
0.11500000000000003,0.37268142342040955,0.026352913182256254,0.22199870031347638,0.10578480761734782,0.11742628033191059
0.12000000000000004,0.37138487609112714,0.027811452527104773,0.22114797065441957,0.10370257269514685,0.11742628033191059
0.12500000000000003,0.3705416094847936,0.02864584615343109,0.22058262279042493,0.10242645313002822,0.10423078847019986
0.13000000000000003,0.3694606926275196,0.02993380975451515,0.219590262180413,0.10058746049139802,0.10423078847019986
0.13500000000000004,0.3681509621728233,0.031638739655968744,0.21820279664247294,0.09823012453678981,0.10423078847019986
0.14000000000000004,0.366809857819371,0.03320616784053595,0.21735199246818937,0.09605240631554902,0.10423078847019986
0.14500000000000005,0.3659408150969127,0.03414818136484198,0.2167893050621521,0.09469178358058834,0.09454994914456011
0.15000000000000005,0.36481518397294893,0.035527942696849404,0.21579814022165483,0.09277518785112224,0.09454994914456011
0.15500000000000005,0.36344329216744486,0.037308927910413084,0.2144105280108184,0.09034868653354147,0.09454994914456011
0.16000000000000006,0.36205586368554665,0.03885262615621775,0.21354071565003743,0.0881662210036564,0.09454994914456011
0.16500000000000006,0.36116033640281886,0.039780095585023184,0.21296328655028113,0.08680478347902042,0.09279444177068776
0.17000000000000007,0.3599904097523242,0.04113711631305737,0.21195757126300938,0.0848921188845245,0.09279444177068776
0.17500000000000007,0.3585581323832551,0.04288682305379008,0.21055558452822296,0.08247660403918422,0.09279444177068776
0.18000000000000008,0.3571214410939403,0.04447280018177946,0.20973094228037395,0.08025472067090542,0.09279444177068776
0.18500000000000008,0.3561957798829846,0.04544767358412846,0.20919869823610093,0.07885770757053177,0.07749685782527174
0.19000000000000009,0.3549783065388128,0.04683842877416945,0.2082346096853342,0.07691928003917173,0.07749685782527174
0.1950000000000001,0.3534828542801964,0.04860818568644401,0.20687086471344282,0.07448988563762314,0.07749685782527174
0.2000000000000001,0.35200380166289763,0.050216908364674816,0.20614483244477896,0.07225310073581333,0.07749685782527174
0.2050000000000001,0.3510540607360376,0.05122194007849308,0.20570793315207228,0.07084064333568453,0.07127512723277972
0.2100000000000001,0.34979557950125306,0.05262942030391758,0.20483240322086824,0.068897922171119,0.07127512723277972
0.2150000000000001,0.3482442243510459,0.054402546817617164,0.20355076209289072,0.0664773708219117,0.07127512723277972
0.2200000000000001,0.3467085153057157,0.056031398679914475,0.20287026424657273,0.06421185031560812,0.07127512723277972
0.22500000000000012,0.34572094617959503,0.05706488993619268,0.2024794495216278,0.0627692302460288,0.06553951179665522
0.23000000000000012,0.34440965537136975,0.05848625325118588,0.20164640877562492,0.0608138086390333,0.06553951179665522
0.23500000000000013,0.34279217097575815,0.06025897843403409,0.2004038194513405,0.05840104247420904,0.06553951179665522
0.24000000000000013,0.34120378616952163,0.06178757460733794,0.1996917006188734,0.05619641000635032,0.06553951179665522
0.24500000000000013,0.34018265001731696,0.06273905891096718,0.19927526305186788,0.05480463791412681,0.058965629999234714
0.2500000000000001,0.33882416548671657,0.06407180282332993,0.19841797612648604,0.05292120536837768,0.058965629999234714
0.2550000000000001,0.33714751158876666,0.06574881623645369,0.19715231023844992,0.050608206285342794,0.058965629999234714
0.2600000000000001,0.3355331407066081,0.06743520434197695,0.19676371725360897,0.048306764854821285,0.058965629999234714
0.2650000000000001,0.33449943399195703,0.0685434937070288,0.19665328037494806,0.0468072992830589,0.0469201299078077
0.27000000000000013,0.33311205521957493,0.0700071672023737,0.19608090416068935,0.044847937882228774,0.0469201299078077
0.27500000000000013,0.33139274762482723,0.07179043281003276,0.1950801256113993,0.042491051392981344,0.0469201299078077
0.28000000000000014,0.32970283863185745,0.07337596915973366,0.19457109736871375,0.04025631161387745,0.0469201299078077
0.28500000000000014,0.328613535762733,0.0744033236024402,0.19435267850127105,0.038804851649717746,0.04030231769739993
0.29000000000000015,0.32716115296828086,0.07577801281377056,0.193678292159928,0.03693774335055465,0.04030231769739993
0.29500000000000015,0.32536855832661626,0.07746353292779545,0.1925809724499408,0.03473468107606617,0.04030231769739993
0.30000000000000016,0.3236107357218564,0.07934884719831269,0.19239709061370502,0.03227601562309382,0.04030231769739993
0.30500000000000016,0.32246718274933284,0.08066489219934125,0.19248582895374505,0.030579134403501202,0.031810180045741945
0.31000000000000016,0.32094749102695186,0.08228934519644616,0.19209581906928735,0.02854716711129697,0.031810180045741945
0.31500000000000017,0.31907674665182517,0.08418760560426414,0.19126126588276993,0.026273932962460406,0.031810180045741945
0.3200000000000002,0.31730536641910445,0.085961072839604,0.19125290471549247,0.023939065533780283,0.031810180045741945
0.3250000000000002,0.3160839883836477,0.08716270751388792,0.19170801557328074,0.022186657396558396,0.027791843760537702
0.3300000000000002,0.3144818391444526,0.08866366115119723,0.19165902055416612,0.02019426110598005,0.027791843760537702
0.3350000000000002,0.3125265134742425,0.09043082466796709,0.19114120595789583,0.018082059844939866,0.027791843760537702
0.3400000000000002,0.3108506017191066,0.09153272855818988,0.19140455735116974,0.016226887491607975,0.027791843760537702
0.3450000000000002,0.3098090792166472,0.09215619685553372,0.19192666780146617,0.014930571845561793,0.018253415431808275
0.3500000000000002,0.3083689897103308,0.09311260001311532,0.19193717600620747,0.013508715634946149,0.018253415431808275
0.3550000000000002,0.3066342529211191,0.09439314934689222,0.19187236410982184,0.011895736682986277,0.018253415431808275
0.3600000000000002,0.30489949713667486,0.09606582237390004,0.19281663709962554,0.009543769084825295,0.018253415431808275
0.3650000000000002,0.3036496970715188,0.09735553607756964,0.19415582234627204,0.007380236486673176,0.01123837978227603
0.3700000000000002,0.3020996654357248,0.09894228456460845,0.1955169589091703,0.005062115595905586,0.01123837978227603
0.3750000000000002,0.30077518069562187,0.09987287334185299,0.19738437952678647,0.002731032178127943,0.01123837978227603
0.3800000000000002,0.299918703388555,0.10030273444986323,0.19936671525133132,0.0007066164865489659,0.01123837978227603
0.38500000000000023,0.29956021551396744,0.10031884309449587,0.20114364876745672,0.0012660978699799855,0.002707912600917201
0.39000000000000024,0.2988285796628755,0.10046656699921169,0.2023028569326394,0.0026254638491488643,0.002707912600917201
0.39500000000000024,0.29806539106418517,0.10058888832622245,0.2026405871328895,0.0033259888156271797,0.002707912600917201
0.40000000000000024,0.29757425099372337,0.1006267276023301,0.2024849208870699,0.003528721800308246,0.002707912600917201
0.40500000000000025,0.2974315540938143,0.10056230523671467,0.20226248389407614,0.003468707961646924,0.005051957420616962
0.41000000000000025,0.29750022496875206,0.1000313870070571,0.2010996920605916,0.002731150486368482,0.005051957420616962
