time_s,ee_x,ee_y,ee_z,error_true_m,error_measured_m
0.005,0.3913614999999999,-0.0009794652485835562,0.24634517669302677,0.14384592968467252,0.14437916789868527
0.01,0.39138777521394646,-0.0009794878118838338,0.24623686254200583,0.14382777852359935,0.14437916789868527
0.015,0.39142518101422014,-0.0009795091926832178,0.24608425199476955,0.14380258440721966,0.14437916789868527
0.02,0.3914581011243018,-0.0009795133515549436,0.24595198998169557,0.14378119404587558,0.14437916789868527
0.025,0.391477870188091,-0.000979495787804888,0.24587186176051828,0.14376817104312287,0.14693099645022215
0.030000000000000002,0.39148402973386065,-0.000979465138068505,0.24584634487157256,0.14376392946076377,0.14693099645022215
0.035,0.3914776530727935,-0.0009794285091421612,0.24587055691229695,0.1437675693095755,0.14693099645022215
0.04,0.3914639596301399,-0.0009793951831562,0.24592318662280363,0.14377563504423393,0.14693099645022215
0.045,0.39144954588926917,-0.000979372613147678,0.2459780764255974,0.14378399301903028,0.1417740326422432
0.049999999999999996,0.39125910689799454,-0.00044287856791296173,0.24555529063341647,0.14315125200822781,0.1417740326422432
0.05499999999999999,0.390903657536888,0.0005944212327652434,0.2446931906055693,0.14192401252127307,0.1417740326422432
0.05999999999999999,0.3903877773054101,0.0020990192236085056,0.2434262192755839,0.14014417163679294,0.1417740326422432
0.06499999999999999,0.3897161647426468,0.003247061040794956,0.24236674457029858,0.13858233097642111,0.14113718641735312
0.06999999999999999,0.3889467626213796,0.0037803034106803544,0.2419847008366865,0.13759531858646518,0.14113718641735312
0.075,0.38840523093042545,0.003745974895158273,0.24202381725325628,0.13728191221453917,0.14113718641735312
0.08,0.388171739798,0.0031826404965666017,0.2422580977709546,0.13759943178459294,0.14113718641735312
0.085,0.3882176133654589,0.0024139927862771846,0.2422760793976214,0.13817613035922066,0.13640211607905547
0.09000000000000001,0.38851972048026834,0.0018102183954046389,0.24188583597353985,0.13867731386447193,0.13640211607905547
0.09500000000000001,0.38889504658511076,0.001558365777888246,0.2416230907973611,0.13901642472461456,0.13640211607905547
0.10000000000000002,0.3891496904665071,0.0016640513673530598,0.24194204584615972,0.1392004357518969,0.13640211607905547
0.10500000000000002,0.38923520225819497,0.001985323929343929,0.24289614698832718,0.13931933632393162,0.14545882624897205
0.11000000000000003,0.3891116433443265,0.002821491411316235,0.2433167175111456,0.1387835924271588,0.14545882624897205
0.11500000000000003,0.3887965870628588,0.004137341008636717,0.24324580727492534,0.1376396858096031,0.14545882624897205
0.12000000000000004,0.3883001137460892,0.005899875889051013,0.24272131827695226,0.1359295938366217,0.14545882624897205
0.12500000000000003,0.38764388730783883,0.007382608002966896,0.24218863168879215,0.1343105093674125,0.13632651574370314
