time_s,ee_x,ee_y,ee_z,error_true_m,error_measured_m
0.005,0.3913614999999999,-0.0009794652485835562,0.24634517669302677,0.14384592968467252,0.14384592968467252
0.01,0.39138777521394646,-0.0009794878118838338,0.24623686254200583,0.14382777852359935,0.14384592968467252
0.015,0.39142518101422014,-0.0009795091926832178,0.24608425199476955,0.14380258440721966,0.14384592968467252
0.02,0.3914581011243018,-0.0009795133515549436,0.24595198998169557,0.14378119404587558,0.14384592968467252
0.025,0.391477870188091,-0.000979495787804888,0.24587186176051828,0.14376817104312287,0.14378119404587558
0.030000000000000002,0.39148402973386065,-0.000979465138068505,0.24584634487157256,0.14376392946076377,0.14378119404587558
0.035,0.3914776530727935,-0.0009794285091421612,0.24587055691229695,0.1437675693095755,0.14378119404587558
0.04,0.3914639596301399,-0.0009793951831562,0.24592318662280363,0.14377563504423393,0.14378119404587558
0.045,0.39144954588926917,-0.000979372613147678,0.2459780764255974,0.14378399301903028,0.14377563504423393
0.049999999999999996,0.391259107380275,-0.00044289204399608104,0.2455552875077811,0.14315126077657508,0.14377563504423393
0.05499999999999999,0.39090365856870635,0.0005943933027853915,0.24469318426388226,0.14192403074765947,0.14377563504423393
0.05999999999999999,0.3903877787571244,0.0020989818332742757,0.24342621101440703,0.14014419613311224,0.14377563504423393
0.06499999999999999,0.38971625020980943,0.0032365636104136042,0.2423667605788312,0.13858972030989408,0.14014419613311224
0.06999999999999999,0.38894657025571355,0.0037600130091476293,0.2419794771020948,0.13760779031006684,0.14014419613311224
0.075,0.38840545482026856,0.0037165360163415413,0.24201243187025692,0.13729921452915883,0.14014419613311224
0.08,0.3881723492920295,0.0031446286549846893,0.24224089487905803,0.13762128955303427,0.14014419613311224
0.085,0.3882186194861273,0.002361246208427455,0.24225119790863192,0.13820642094607555,0.13762128955303427
0.09000000000000001,0.3885210594228441,0.0017472513685886748,0.2418537283810587,0.13871306771305086,0.13762128955303427
0.09500000000000001,0.388902023627239,0.001492739279250018,0.24157194090189593,0.13905206395474576,0.13762128955303427
0.10000000000000002,0.38916394433836665,0.0016023296890433744,0.2418695811000579,0.13923136253766027,0.13762128955303427
0.10500000000000002,0.3892539758801196,0.00193062300937522,0.24280813874130378,0.1393427847297196,0.13923136253766027
0.11000000000000003,0.38913463836758944,0.002773448873335669,0.24321404115469095,0.13879999767228438,0.13923136253766027
0.11500000000000003,0.3888234305541022,0.0040955768185373335,0.24312927936902934,0.13764953665036533,0.13923136253766027
0.12000000000000004,0.38833037586396857,0.005864013934798038,0.24259170744566436,0.13593341280154383,0.13923136253766027
0.12500000000000003,0.3876767140486398,0.007382950663410909,0.24205898791515296,0.13429103647909682,0.13593341280154383
0.13000000000000003,0.38689082457747626,0.008238826526488736,0.24167970282821427,0.13306887683015076,0.13593341280154383
0.13500000000000004,0.3859889300313784,0.008494550227587348,0.24144114303086783,0.13222976881813595,0.13593341280154383
0.14000000000000004,0.3850547666250279,0.008193092747710308,0.24119373735775163,0.13175638710274318,0.13593341280154383
0.14500000000000005,0.3844601637020246,0.007384731782720942,0.24087945754709433,0.13184171270457629,0.13175638710274318
0.15000000000000005,0.3841870685916251,0.006101161298390792,0.24043687372259334,0.13243713672538673,0.13175638710274318
0.15500000000000005,0.38419704531030746,0.004813868546409331,0.23963744791995883,0.13311900441970584,0.13175638710274318
0.16000000000000006,0.38445727224020565,0.004163831920319083,0.23848473213897686,0.1334116807264711,0.13175638710274318
0.16500000000000006,0.38495183317480497,0.004100629966849496,0.23726097193100903,0.13342369790167888,0.1334116807264711
0.17000000000000007,0.3853408514547014,0.004581254013433929,0.23631099303064274,0.1330649699490201,0.1334116807264711
0.17500000000000007,0.385551189748678,0.005566454845092078,0.2357778541770494,0.1323508797381134,0.1334116807264711
0.18000000000000008,0.3855958067379542,0.007022017027651065,0.2356330510043157,0.13130598528857615,0.1334116807264711
0.18500000000000008,0.3854988748995785,0.00891684105193015,0.23644417989730634,0.1301321547560032,0.13130598528857615
0.19000000000000009,0.3851872139374455,0.011082665799051199,0.23731544527550374,0.12866855169751637,0.13130598528857615
0.1950000000000001,0.3847097348738561,0.012539762004600379,0.23824275472106116,0.12762264964051712,0.13130598528857615
0.2000000000000001,0.38408831949504146,0.013334865376590387,0.23922096956296252,0.12696446545491663,0.13130598528857615
0.2050000000000001,0.3833375508778494,0.01353099201284148,0.24024462211121764,0.12665569998020668,0.12696446545491663
0.2100000000000001,0.38246752376053395,0.013168157760220638,0.24130824667471057,0.12667688244224715,0.12696446545491663
0.2150000000000001,0.3814802087449254,0.012284120707115336,0.24202072817119258,0.12688121016635123,0.12696446545491663
0.2200000000000001,0.38078809727789403,0.010933156485847037,0.24147183022809632,0.12719878921524813,0.12696446545491663
0.22500000000000012,0.38037438500708476,0.009144617115285022,0.23985939082186417,0.12768521214723874,0.12719878921524813
0.23000000000000012,0.38023468729225285,0.00804598174147582,0.23797521685242531,0.1278094817052449,0.12719878921524813
0.23500000000000013,0.3803463669636776,0.007567350605104288,0.23583280650413754,0.1276061259516353,0.12719878921524813
0.24000000000000013,0.3806815457466216,0.007665678562472028,0.23342933542758745,0.12709311234887236,0.12719878921524813
0.24500000000000013,0.3812117623881013,0.008302670870680134,0.2307765975389375,0.1262970683575275,0.12709311234887236
0.2500000000000001,0.3815551597462855,0.009427919481351726,0.2289646287371384,0.1252736826655899,0.12709311234887236
0.2550000000000001,0.38175195214774715,0.011014232408815395,0.2282169675669614,0.12408886240285553,0.12709311234887236
0.2600000000000001,0.38181120711992705,0.013032938476959282,0.22845794089215837,0.12274444101544287,0.12709311234887236
0.2650000000000001,0.3817371966231518,0.015455777847266271,0.22961258448006222,0.12126664822122939,0.12274444101544287
0.27000000000000013,0.3814820283785815,0.017152164498248343,0.2307964003026581,0.12021440457621882,0.12274444101544287
0.27500000000000013,0.3810701714556197,0.01816726749817538,0.23200623484352784,0.1195548739174519,0.12274444101544287
0.28000000000000014,0.38051812981107436,0.018564235691298163,0.23323883163360387,0.11924668911622881,0.12274444101544287
0.28500000000000014,0.3798378564390288,0.01838413908173429,0.2344909647548933,0.11926801215720817,0.11924668911622881
0.29000000000000015,0.37901288668261945,0.017670451915838964,0.23517623550960307,0.11940920523263568,0.11924668911622881
0.29500000000000015,0.3780607475326805,0.016456512247748807,0.23534760178672728,0.1196764287704328,0.11924668911622881
0.30000000000000016,0.3773816838074633,0.014797889727530884,0.234289770348112,0.12009626528034283,0.11924668911622881
0.30500000000000016,0.37703229534821703,0.012725673953185232,0.23292235192923239,0.12097381439837675,0.12009626528034283
0.31000000000000016,0.3769330349571589,0.011352176172675303,0.23127097949877537,0.12147017204175131,0.12009626528034283
0.31500000000000017,0.3770611167765351,0.010636954870555994,0.22933785293940614,0.12159308849086797,0.12009626528034283
0.3200000000000002,0.37739305276696655,0.010521188337368051,0.22713847030141565,0.12137808254972579,0.12009626528034283
0.3250000000000002,0.37790263936930696,0.010966941524659926,0.22468587341145999,0.12085155798856814,0.12137808254972579
0.3300000000000002,0.3782602518468844,0.011924754059236709,0.22334346171833475,0.120111752845669,0.12137808254972579
0.3350000000000002,0.37848641882531153,0.013355042037893604,0.22304107158455355,0.11915686157348189,0.12137808254972579
0.3400000000000002,0.37858563541388135,0.015222471787021031,0.22370254460322922,0.11800314404274997,0.12137808254972579
0.3450000000000002,0.3784867679621526,0.017491224564485826,0.22470265459979014,0.11652506989180236,0.11800314404274997
0.3500000000000002,0.37821908562377304,0.019044449650475016,0.22574148408730427,0.11547575715807433,0.11800314404274997
0.3550000000000002,0.3778050859188841,0.019924957872454893,0.22681456786451873,0.1148244957155656,0.11800314404274997
0.3600000000000002,0.3772594846203164,0.020194499742634115,0.22791770318935284,0.1145309739175134,0.11800314404274997
